MINtN,MINddssS,freq_class
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-4.0691038359788365,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-4.0691038359788365,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-4.490550368142359,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.699867624876192,0
9.472118159017509,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.233808728323744,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.8252616895523612,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
9.111023379928954,-3.896523405371485,0
